date,centre_id,crop_id,capacity,bookings,arrivals,quantity,no_show_rate
2024-04-30,4,1,55,30,27,347.065,0.1039
2024-05-01,4,1,55,38,34,437.832,0.1002
2024-05-02,4,1,55,23,21,291.409,0.0869
2024-05-03,4,1,55,33,28,270.196,0.1429
2024-05-04,4,1,50,25,23,245.821,0.0796
2024-05-05,4,1,50,24,23,262.593,0.0434
2024-05-06,4,1,55,38,36,418.586,0.0651
2024-05-07,4,1,55,31,28,270.009,0.0899
2024-05-08,4,1,55,25,23,274.587,0.0714
2024-05-09,4,1,55,36,34,443.62,0.054
2024-05-10,4,1,55,28,25,207.65,0.1042
2024-05-11,4,1,50,29,26,325.494,0.1171
2024-05-12,4,1,50,20,18,181.697,0.11
2024-05-13,4,1,55,35,30,287.667,0.1373
2024-05-14,4,1,55,37,34,389.744,0.0785
2024-05-15,4,1,55,48,47,312.79,0.0287
2024-05-16,4,1,55,32,29,269.102,0.0932
2024-05-17,4,1,55,25,22,237.814,0.1244
2024-05-18,4,1,50,37,34,331.683,0.0921
2024-05-19,4,1,50,37,32,386.668,0.1218
2024-05-20,4,1,55,33,30,284.213,0.0772
2024-05-21,4,1,55,48,45,457.603,0.0653
2024-05-22,4,1,55,28,26,293.413,0.0811
2024-05-23,4,1,55,29,26,342.328,0.1161
2024-05-24,4,1,55,26,24,193.75,0.0613
2024-05-25,4,1,50,44,40,420.938,0.0836
2024-05-26,4,1,50,29,25,273.967,0.1219
2024-05-27,4,1,55,32,31,283.98,0.0438
2024-05-28,4,1,55,36,33,405.895,0.0765
2024-05-29,4,1,55,28,25,309.524,0.1125
2024-05-30,4,1,55,37,34,411.488,0.0732
2024-05-31,4,1,55,42,38,338.91,0.0897
2024-06-01,4,1,50,34,31,374.872,0.0847
2024-06-02,4,1,50,34,31,309.637,0.1012
2024-06-03,4,1,55,32,29,247.291,0.1039
2024-06-04,4,1,55,35,32,407.772,0.0844
2024-06-05,4,1,55,24,21,293.809,0.144
2024-06-06,4,1,55,38,33,421.522,0.1374
2024-06-07,4,1,55,22,20,205.544,0.0742
2024-06-08,4,1,50,33,29,351.0,0.1154
2024-06-09,4,1,50,17,15,159.176,0.119
2024-06-10,4,1,55,25,23,251.921,0.0772
2024-06-11,4,1,55,29,26,226.283,0.0898
2024-06-12,4,1,55,21,19,185.888,0.0728
2024-06-13,4,1,55,32,29,281.927,0.1012
2024-06-14,4,1,55,32,30,272.73,0.0699
2024-06-15,4,1,50,23,21,255.595,0.098
2024-06-16,4,1,50,31,28,285.12,0.0831
2024-06-17,4,1,55,47,45,368.582,0.0471
2024-06-18,4,1,55,37,34,323.283,0.0915
2024-06-19,4,1,55,21,19,242.205,0.1036
2024-06-20,4,1,55,29,27,291.751,0.0722
2024-06-21,4,1,55,28,26,270.673,0.0691
2024-06-22,4,1,50,32,28,411.038,0.1141
2024-06-23,4,1,50,30,28,310.796,0.0553
2024-06-24,4,1,55,28,25,322.361,0.1228
2024-06-25,4,1,55,42,38,543.998,0.0844
2024-06-26,4,1,55,30,27,263.003,0.0906
2024-06-27,4,1,55,30,26,266.216,0.1345
2024-06-28,4,1,55,29,27,296.416,0.0595
2024-06-29,4,1,50,23,21,248.809,0.0901
2024-06-30,4,1,50,17,16,163.997,0.0353
2024-07-01,4,1,55,22,19,174.723,0.117
2024-07-02,4,1,55,40,35,281.635,0.1271
2024-07-03,4,1,55,26,24,214.463,0.0952
2024-07-04,4,1,55,23,22,240.365,0.0645
2024-07-05,4,1,55,33,30,311.348,0.0936
2024-07-06,4,1,50,33,29,309.435,0.1253
2024-07-07,4,1,50,25,23,290.234,0.0937
2024-07-08,4,1,55,40,37,301.07,0.0854
2024-07-09,4,1,55,38,34,371.212,0.1112
2024-07-10,4,1,55,31,29,345.052,0.0774
2024-07-11,4,1,55,26,23,234.493,0.1252
2024-07-12,4,1,55,20,18,245.528,0.0863
2024-07-13,4,1,50,32,30,282.556,0.0751
2024-07-14,4,1,50,29,27,279.445,0.0752
2024-07-15,4,1,55,31,29,290.067,0.0772
2024-07-16,4,1,55,30,29,227.209,0.0432
2024-07-17,4,1,55,29,26,222.781,0.1044
2024-07-18,4,1,55,28,26,296.356,0.0683
2024-07-19,4,1,55,27,25,267.298,0.0856
2024-07-20,4,1,50,26,24,252.51,0.0705
2024-07-21,4,1,50,24,21,251.039,0.115
2024-07-22,4,1,55,33,30,287.441,0.1047
2024-07-23,4,1,55,40,35,314.673,0.1174
2024-07-24,4,1,55,22,19,181.252,0.1198
2024-07-25,4,1,55,33,30,385.57,0.0958
2024-07-26,4,1,55,20,17,194.447,0.1254
2024-07-27,4,1,50,30,26,278.35,0.1198
2024-07-28,4,1,50,19,18,192.286,0.0583
2024-07-29,4,1,55,24,22,220.271,0.1001
2024-07-30,4,1,55,28,26,247.977,0.0757
2024-07-31,4,1,55,11,10,128.305,0.1164
2024-08-01,4,1,55,27,25,223.571,0.0722
2024-08-02,4,1,55,26,24,243.881,0.0832
2024-08-03,4,1,50,27,25,208.957,0.0839
2024-08-04,4,1,50,22,20,261.627,0.1055
2024-08-05,4,1,55,32,30,208.773,0.0721
2024-08-06,4,1,55,34,32,294.942,0.0553
2024-08-07,4,1,55,29,25,335.084,0.1313
2024-08-08,4,1,55,26,23,283.466,0.0984
2024-08-09,4,1,55,23,21,171.348,0.0954
2024-08-10,4,1,50,24,22,268.98,0.0844
2024-08-11,4,1,50,24,21,174.733,0.112
2024-08-12,4,1,55,23,20,161.015,0.1223
2024-08-13,4,1,55,30,28,260.786,0.0534
2024-08-14,4,1,55,23,21,229.499,0.0729
2024-08-15,4,1,55,29,26,190.683,0.1024
2024-08-16,4,1,55,35,33,361.436,0.0655
2024-08-17,4,1,50,18,17,170.737,0.0751
2024-08-18,4,1,50,21,19,138.733,0.1047
2024-08-19,4,1,55,26,23,273.678,0.1178
2024-08-20,4,1,55,32,29,369.778,0.0785
2024-08-21,4,1,55,21,19,211.786,0.0718
2024-08-22,4,1,55,15,13,146.283,0.1038
2024-08-23,4,1,55,27,25,243.675,0.0724
2024-08-24,4,1,50,24,21,207.779,0.114
2024-08-25,4,1,50,21,18,227.352,0.1343
2024-08-26,4,1,55,27,25,244.426,0.0748
2024-08-27,4,1,55,21,18,191.118,0.1257
2024-08-28,4,1,55,18,16,165.466,0.1127
2024-08-29,4,1,55,31,28,366.966,0.0815
2024-08-30,4,1,55,27,25,316.548,0.0736
2024-08-31,4,1,50,20,19,175.167,0.0724
2024-09-01,4,1,50,20,18,235.639,0.0904
2024-09-02,4,1,55,25,23,285.22,0.0655
2024-09-03,4,1,55,26,24,318.13,0.0711
2024-09-04,4,1,55,11,10,108.222,0.0594
2024-09-05,4,1,55,17,15,188.803,0.1109
2024-09-06,4,1,55,20,18,188.15,0.1066
2024-09-07,4,1,50,17,16,170.271,0.0743
2024-09-08,4,1,50,17,16,141.669,0.0793
2024-09-09,4,1,55,20,18,197.553,0.0938
2024-09-10,4,1,55,26,24,326.927,0.0932
2024-09-11,4,1,55,25,22,216.619,0.1161
2024-09-12,4,1,55,27,24,274.348,0.1128
2024-09-13,4,1,55,26,24,243.349,0.0672
2024-09-14,4,1,50,27,23,199.706,0.1491
2024-09-15,4,1,50,25,23,253.724,0.0969
2024-09-16,4,1,55,29,27,318.784,0.076
2024-09-17,4,1,55,18,17,143.785,0.0687
2024-09-18,4,1,55,25,21,257.173,0.1524
2024-09-19,4,1,55,15,14,151.244,0.0729
2024-09-20,4,1,55,17,16,190.038,0.0814
2024-09-21,4,1,50,20,19,169.155,0.069
2024-09-22,4,1,50,19,17,132.755,0.1121
2024-09-23,4,1,55,30,28,251.686,0.0803
2024-09-24,4,1,55,21,19,221.814,0.0847
2024-09-25,4,1,55,20,18,229.364,0.1105
2024-09-26,4,1,55,21,19,174.345,0.0867
2024-09-27,4,1,55,15,14,150.37,0.055
2024-09-28,4,1,50,17,15,144.766,0.1086
2024-09-29,4,1,50,21,19,194.208,0.1172
2024-09-30,4,1,55,15,13,157.618,0.1193
2024-10-01,4,1,55,23,21,187.087,0.0794
2024-10-02,4,1,55,17,16,211.644,0.0758
2024-10-03,4,1,55,33,29,354.532,0.1099
2024-10-04,4,1,55,22,19,207.101,0.1177
2024-10-05,4,1,50,20,19,172.769,0.067
2024-10-06,4,1,50,16,15,87.954,0.0453
2024-10-07,4,1,55,25,23,244.809,0.0932
2024-10-08,4,1,55,23,20,181.743,0.1195
2024-10-09,4,1,55,25,22,158.702,0.1088
2024-10-10,4,1,55,20,18,189.498,0.1095
2024-10-11,4,1,55,16,16,217.153,0.0243
2024-10-12,4,1,50,19,18,157.488,0.0776
2024-10-13,4,1,50,18,16,177.213,0.1381
2024-10-14,4,1,55,32,30,300.029,0.05
2024-10-15,4,1,55,18,16,211.577,0.1076
2024-10-16,4,1,55,24,23,214.108,0.0614
2024-10-17,4,1,55,19,18,133.402,0.0709
2024-10-18,4,1,55,24,22,241.493,0.0934
2024-10-19,4,1,50,18,17,189.626,0.077
2024-10-20,4,1,50,28,25,312.348,0.0933
2024-10-21,4,1,55,30,27,319.155,0.1092
2024-10-22,4,1,55,31,28,242.805,0.1107
2024-10-23,4,1,55,20,19,178.611,0.0432
2024-10-24,4,1,55,21,19,145.418,0.0808
2024-10-25,4,1,55,24,22,289.121,0.1025
2024-10-26,4,1,50,16,15,191.965,0.0826
2024-10-27,4,1,50,21,19,200.164,0.1085
2024-10-28,4,1,55,28,25,281.78,0.1047
2024-10-29,4,1,55,27,24,232.659,0.1184
2024-10-30,4,1,55,25,22,299.04,0.1165
2024-10-31,4,1,55,14,13,160.728,0.1034
2024-11-01,4,1,55,15,13,189.347,0.1014
2024-11-02,4,1,50,25,24,167.275,0.0407
2024-11-03,4,1,50,24,23,257.421,0.0535
2024-11-04,4,1,55,28,25,278.602,0.1047
2024-11-05,4,1,55,28,25,289.296,0.1007
2024-11-06,4,1,55,26,23,302.916,0.1061
2024-11-07,4,1,55,21,18,214.157,0.1247
2024-11-08,4,1,55,13,12,121.395,0.0939
2024-11-09,4,1,50,20,18,264.889,0.0792
2024-11-10,4,1,50,20,18,186.362,0.1195
2024-11-11,4,1,55,26,23,221.144,0.1109
2024-11-12,4,1,55,18,17,190.213,0.0447
2024-11-13,4,1,55,22,21,190.758,0.0582
2024-11-14,4,1,55,26,23,237.924,0.1109
2024-11-15,4,1,55,18,16,172.776,0.0857
2024-11-16,4,1,50,21,19,179.128,0.0805
2024-11-17,4,1,50,25,23,193.242,0.0957
2024-11-18,4,1,55,21,19,178.808,0.102
2024-11-19,4,1,55,39,36,325.343,0.0867
2024-11-20,4,1,55,15,14,150.714,0.0661
2024-11-21,4,1,55,21,19,268.491,0.1116
2024-11-22,4,1,55,21,18,219.491,0.1278
2024-11-23,4,1,50,21,20,217.715,0.0492
2024-11-24,4,1,50,19,17,198.239,0.1074
2024-11-25,4,1,55,23,20,279.167,0.1284
2024-11-26,4,1,55,27,25,362.839,0.0865
2024-11-27,4,1,55,20,19,204.008,0.0683
2024-11-28,4,1,55,24,22,234.677,0.0906
2024-11-29,4,1,55,23,21,297.281,0.0814
2024-11-30,4,1,50,23,22,162.551,0.0379
2024-12-01,4,1,50,15,14,161.183,0.0619
2024-12-02,4,1,55,19,17,211.762,0.1034
2024-12-03,4,1,55,23,21,220.125,0.0807
2024-12-04,4,1,55,38,35,365.757,0.0844
2024-12-05,4,1,55,28,26,249.46,0.0811
2024-12-06,4,1,55,34,31,264.181,0.0983
2024-12-07,4,1,50,27,24,239.77,0.1256
2024-12-08,4,1,50,30,28,366.685,0.0648
2024-12-09,4,1,55,31,28,266.039,0.0908
2024-12-10,4,1,55,31,29,274.002,0.066
2024-12-11,4,1,55,22,21,168.765,0.0505
2024-12-12,4,1,55,16,14,150.167,0.1237
2024-12-13,4,1,55,20,18,172.741,0.1141
2024-12-14,4,1,50,33,31,394.544,0.0742
2024-12-15,4,1,50,16,14,187.361,0.0979
2024-12-16,4,1,55,37,32,440.54,0.1363
2024-12-17,4,1,55,31,30,284.301,0.0468
2024-12-18,4,1,55,17,15,126.274,0.1278
2024-12-19,4,1,55,29,27,235.751,0.0592
2024-12-20,4,1,55,25,24,241.208,0.026
2024-12-21,4,1,50,20,18,198.485,0.0888
2024-12-22,4,1,50,28,25,228.665,0.0978
2024-12-23,4,1,55,30,28,351.822,0.066
2024-12-24,4,1,55,30,26,228.986,0.1192
2024-12-25,4,1,55,31,28,284.266,0.099
2024-12-26,4,1,55,33,29,310.646,0.1093
2024-12-27,4,1,55,32,29,234.305,0.1047
2024-12-28,4,1,50,32,29,371.406,0.0992
2024-12-29,4,1,50,27,24,282.338,0.1171
2024-12-30,4,1,55,24,23,247.103,0.0612
2024-12-31,4,1,55,26,24,178.065,0.0921
2025-01-01,4,1,55,37,35,407.178,0.0449
2025-01-02,4,1,55,46,43,528.556,0.0674
2025-01-03,4,1,55,22,20,280.88,0.1095
2025-01-04,4,1,50,32,28,290.307,0.1099
2025-01-05,4,1,50,17,15,190.836,0.1214
2025-01-06,4,1,55,30,28,376.486,0.0801
2025-01-07,4,1,55,17,15,153.254,0.0984
2025-01-08,4,1,55,24,22,193.096,0.077
2025-01-09,4,1,55,25,22,147.202,0.1288
2025-01-10,4,1,55,34,32,288.971,0.0514
2025-01-11,4,1,50,27,25,286.545,0.0799
2025-01-12,4,1,50,12,11,123.199,0.1066
2025-01-13,4,1,55,25,23,299.581,0.0956
2025-01-14,4,1,55,25,22,140.491,0.1108
2025-01-15,4,1,55,31,28,297.609,0.1125
2025-01-16,4,1,55,24,22,189.024,0.084
2025-01-17,4,1,55,33,29,330.942,0.1172
2025-01-18,4,1,50,28,26,334.806,0.0758
2025-01-19,4,1,50,37,33,320.371,0.0983
2025-01-20,4,1,55,28,26,241.349,0.0775
2025-01-21,4,1,55,40,36,454.145,0.111
2025-01-22,4,1,55,34,31,315.889,0.0856
2025-01-23,4,1,55,29,26,293.873,0.0987
2025-01-24,4,1,55,28,25,263.645,0.1213
2025-01-25,4,1,50,30,26,222.6,0.1347
2025-01-26,4,1,50,34,32,304.838,0.0642
2025-01-27,4,1,55,29,27,311.799,0.0759
2025-01-28,4,1,55,41,36,446.249,0.1123
2025-01-29,4,1,55,34,31,325.292,0.0959
2025-01-30,4,1,55,27,24,264.019,0.1027
2025-01-31,4,1,55,28,25,195.063,0.0959
2025-02-01,4,1,50,29,26,349.758,0.1142
2025-02-02,4,1,50,33,30,292.122,0.0798
2025-02-03,4,1,55,53,49,654.674,0.0746
2025-02-04,4,1,55,40,36,432.659,0.1008
2025-02-05,4,1,55,31,28,305.246,0.0828
2025-02-06,4,1,55,32,29,330.404,0.0876
2025-02-07,4,1,55,32,30,358.183,0.0563
2025-02-08,4,1,50,39,35,437.722,0.1014
2025-02-09,4,1,50,37,33,454.137,0.101
2025-02-10,4,1,55,43,41,351.933,0.0525
2025-02-11,4,1,55,33,31,291.801,0.057
2025-02-12,4,1,55,39,35,338.784,0.106
2025-02-13,4,1,55,22,20,252.868,0.1125
2025-02-14,4,1,55,25,22,225.383,0.1168
2025-02-15,4,1,50,27,26,241.292,0.0454
2025-02-16,4,1,50,27,25,214.723,0.0921
2025-02-17,4,1,55,34,33,345.885,0.0423
2025-02-18,4,1,55,40,37,333.84,0.0633
2025-02-19,4,1,55,30,26,303.532,0.1175
2025-02-20,4,1,55,32,30,315.665,0.0558
2025-02-21,4,1,55,42,38,407.494,0.0841
2025-02-22,4,1,50,25,23,220.084,0.0767
2025-02-23,4,1,50,24,22,268.786,0.0676
2025-02-24,4,1,55,29,26,256.536,0.0906
2025-02-25,4,1,55,37,35,351.257,0.0589
2025-02-26,4,1,55,34,30,372.348,0.1264
2025-02-27,4,1,55,33,30,305.261,0.1038
2025-02-28,4,1,55,33,31,304.849,0.0755
2025-03-01,4,1,50,17,16,140.382,0.0853
2025-03-02,4,1,50,26,25,189.128,0.0562
2025-03-03,4,1,55,35,33,400.411,0.0713
2025-03-04,4,1,55,28,25,329.831,0.1209
2025-03-05,4,1,55,27,25,244.361,0.0846
2025-03-06,4,1,55,31,28,278.353,0.0828
2025-03-07,4,1,55,40,36,410.356,0.1029
2025-03-08,4,1,50,33,29,376.07,0.1352
2025-03-09,4,1,50,31,30,335.408,0.031
2025-03-10,4,1,55,43,39,497.388,0.0984
2025-03-11,4,1,55,33,31,292.981,0.0696
2025-03-12,4,1,55,35,34,411.456,0.0199
2025-03-13,4,1,55,39,36,439.092,0.0777
2025-03-14,4,1,55,23,22,194.666,0.0556
2025-03-15,4,1,50,33,31,337.312,0.0529
2025-03-16,4,1,50,27,25,248.183,0.0762
2025-03-17,4,1,55,35,32,388.953,0.0717
2025-03-18,4,1,55,28,26,321.351,0.0806
2025-03-19,4,1,55,29,26,271.475,0.1099
2025-03-20,4,1,55,43,38,456.579,0.1216
2025-03-21,4,1,55,24,22,245.793,0.0698
2025-03-22,4,1,50,35,33,366.391,0.058
2025-03-23,4,1,50,40,37,449.569,0.0639
2025-03-24,4,1,55,37,33,425.061,0.0995
2025-03-25,4,1,55,36,32,337.792,0.1059
2025-03-26,4,1,55,32,28,372.706,0.1145
2025-03-27,4,1,55,33,30,305.939,0.1031
2025-03-28,4,1,55,28,26,258.683,0.0547
2025-03-29,4,1,50,42,39,373.497,0.0702
2025-03-30,4,1,50,28,25,267.576,0.1012
2025-03-31,4,1,55,36,31,371.247,0.127
2025-04-01,4,1,55,46,42,531.659,0.0821
2025-04-02,4,1,55,28,26,374.76,0.0865
2025-04-03,4,1,55,41,37,459.613,0.1061
2025-04-04,4,1,55,26,23,291.74,0.0965
2025-04-05,4,1,50,30,27,335.658,0.0928
2025-04-06,4,1,50,37,34,347.123,0.0886
2025-04-07,4,1,55,31,29,327.157,0.0592
2025-04-08,4,1,55,37,34,285.774,0.0924
2025-04-09,4,1,55,29,27,301.362,0.0789
2025-04-10,4,1,55,32,29,244.618,0.1043
2025-04-11,4,1,55,37,34,276.521,0.0755
2025-04-12,4,1,50,28,26,238.791,0.0728
2025-04-13,4,1,50,35,32,369.019,0.098
2025-04-14,4,1,55,32,29,410.552,0.0945
2025-04-15,4,1,55,34,29,348.982,0.1416
2025-04-16,4,1,55,31,28,301.075,0.0926
2025-04-17,4,1,55,38,35,449.888,0.0819
2025-04-18,4,1,55,43,40,460.261,0.0738
2025-04-19,4,1,50,35,32,262.592,0.0936
2025-04-20,4,1,50,34,31,342.284,0.0861
2025-04-21,4,1,55,31,28,281.231,0.1065
2025-04-22,4,1,55,33,31,286.561,0.0659
2025-04-23,4,1,55,32,29,301.46,0.0952
2025-04-24,4,1,55,28,24,310.473,0.1439
2025-04-25,4,1,55,29,26,360.01,0.1171
2025-04-26,4,1,50,30,26,269.125,0.1295
2025-04-27,4,1,50,24,22,243.199,0.0846
2025-04-28,4,1,55,31,28,140.633,0.093
2025-04-29,4,1,55,38,35,399.714,0.0896
2025-04-30,4,1,55,28,26,239.841,0.0599
2025-05-01,4,1,55,29,26,273.585,0.0908
2025-05-02,4,1,55,38,33,330.427,0.1274
2025-05-03,4,1,50,35,32,253.688,0.077
2025-05-04,4,1,50,34,29,339.051,0.1381
2025-05-05,4,1,55,32,29,285.189,0.0817
2025-05-06,4,1,55,29,26,321.224,0.0968
2025-05-07,4,1,55,37,34,337.773,0.0891
2025-05-08,4,1,55,23,22,207.072,0.0616
2025-05-09,4,1,55,30,28,279.364,0.066
2025-05-10,4,1,50,32,30,205.901,0.0499
2025-05-11,4,1,50,31,28,221.279,0.0859
2025-05-12,4,1,55,44,39,458.056,0.1041
2025-05-13,4,1,55,41,38,279.004,0.0808
2025-05-14,4,1,55,28,26,325.816,0.0616
2025-05-15,4,1,55,32,28,228.968,0.1095
2025-05-16,4,1,55,30,28,345.465,0.0742
2025-05-17,4,1,50,38,34,417.981,0.1067
2025-05-18,4,1,50,32,29,362.832,0.0837
2025-05-19,4,1,55,34,30,304.394,0.1032
2025-05-20,4,1,55,38,33,269.837,0.1325
2025-05-21,4,1,55,32,30,408.413,0.0586
2025-05-22,4,1,55,35,32,383.128,0.0962
2025-05-23,4,1,55,40,36,372.863,0.0962
2025-05-24,4,1,50,34,30,383.667,0.1199
2025-05-25,4,1,50,34,32,313.189,0.0629
2025-05-26,4,1,55,27,25,224.809,0.0669
2025-05-27,4,1,55,31,29,254.729,0.0657
2025-05-28,4,1,55,28,25,219.4,0.0979
2025-05-29,4,1,55,34,30,217.106,0.1235
2025-05-30,4,1,55,36,34,450.474,0.0617
2025-05-31,4,1,50,30,27,271.827,0.0954
2025-06-01,4,1,50,32,29,291.761,0.079
2025-06-02,4,1,55,39,37,366.501,0.0436
2025-06-03,4,1,55,31,28,243.152,0.1028
2025-06-04,4,1,55,34,30,353.166,0.1035
2025-06-05,4,1,55,34,30,328.858,0.1153
2025-06-06,4,1,55,28,27,253.047,0.0421
2025-06-07,4,1,50,29,26,271.816,0.1177
2025-06-08,4,1,50,25,24,290.878,0.0301
2025-06-09,4,1,55,33,30,283.71,0.0863
2025-06-10,4,1,55,43,40,355.244,0.0807
2025-06-11,4,1,55,20,18,215.3,0.08
2025-06-12,4,1,55,23,21,109.044,0.0686
2025-06-13,4,1,55,28,25,245.912,0.0956
2025-06-14,4,1,50,33,29,333.922,0.1205
2025-06-15,4,1,50,24,23,296.806,0.0518
2025-06-16,4,1,55,29,26,289.759,0.0894
2025-06-17,4,1,55,32,29,318.806,0.1033
2025-06-18,4,1,55,27,26,249.476,0.0548
2025-06-19,4,1,55,26,23,307.395,0.1209
2025-06-20,4,1,55,22,19,204.082,0.129
2025-06-21,4,1,50,29,26,284.428,0.1134
2025-06-22,4,1,50,22,20,247.163,0.1064
2025-06-23,4,1,55,36,33,318.78,0.0794
2024-01-01,4,2,55,27,25,272.508,0.0787
2024-01-02,4,2,55,31,29,215.679,0.051
2024-01-03,4,2,55,28,25,358.006,0.0952
2024-01-04,4,2,55,24,21,282.023,0.1278
2024-01-05,4,2,55,32,30,388.256,0.0541
2024-01-06,4,2,50,29,28,365.668,0.0493
2024-01-07,4,2,50,28,25,348.588,0.0952
2024-01-08,4,2,55,38,36,428.433,0.0409
2024-01-09,4,2,55,41,38,434.205,0.0669
2024-01-10,4,2,55,35,31,441.062,0.1046
2024-01-11,4,2,55,32,28,356.878,0.1214
2024-01-12,4,2,55,25,22,300.723,0.1055
2024-01-13,4,2,50,28,26,304.746,0.0713
2024-01-14,4,2,50,28,27,289.398,0.0406
2024-01-15,4,2,55,33,29,305.321,0.1193
2024-01-16,4,2,55,36,32,360.941,0.1077
2024-01-17,4,2,55,30,27,360.222,0.0957
2024-01-18,4,2,55,34,31,414.188,0.0772
2024-01-19,4,2,55,35,32,464.644,0.0914
2024-01-20,4,2,50,27,24,323.085,0.1091
2024-01-21,4,2,50,30,26,323.156,0.1182
2024-01-22,4,2,55,54,49,459.389,0.087
2024-01-23,4,2,55,46,43,435.753,0.0631
2024-01-24,4,2,55,36,33,335.402,0.0905
2024-01-25,4,2,55,29,27,284.032,0.0522
2024-01-26,4,2,55,32,29,396.13,0.0848
2024-01-27,4,2,50,40,36,479.608,0.1107
2024-01-28,4,2,50,24,21,302.581,0.1161
2024-01-29,4,2,55,27,23,314.292,0.1319
2024-01-30,4,2,55,22,20,244.559,0.0878
2024-01-31,4,2,55,31,29,350.967,0.0798
2024-02-01,4,2,55,27,26,375.284,0.0551
2024-02-02,4,2,55,29,27,358.099,0.0721
2024-02-03,4,2,50,32,31,396.153,0.0435
2024-02-04,4,2,50,33,30,379.647,0.093
2024-02-05,4,2,55,33,30,386.373,0.0789
2024-02-06,4,2,55,34,31,362.777,0.0856
2024-02-07,4,2,55,34,32,466.575,0.0509
2024-02-08,4,2,55,35,31,440.928,0.1039
2024-02-09,4,2,55,38,35,420.706,0.0817
2024-02-10,4,2,50,32,28,310.203,0.1226
2024-02-11,4,2,50,27,25,264.984,0.0687
2024-02-12,4,2,55,38,34,356.642,0.0985
2024-02-13,4,2,55,50,46,546.091,0.0829
2024-02-14,4,2,55,34,31,408.138,0.0842
2024-02-15,4,2,55,32,30,352.637,0.0584
2024-02-16,4,2,55,38,34,455.322,0.0963
2024-02-17,4,2,50,41,37,307.176,0.0941
2024-02-18,4,2,50,37,35,456.193,0.0626
2024-02-19,4,2,55,38,34,446.884,0.1072
2024-02-20,4,2,55,43,39,568.061,0.0958
2024-02-21,4,2,55,35,32,327.589,0.0746
2024-02-22,4,2,55,26,24,290.458,0.0846
2024-02-23,4,2,55,22,19,307.545,0.1382
2024-02-24,4,2,50,34,32,387.054,0.0441
2024-02-25,4,2,50,34,31,429.092,0.0746
2024-02-26,4,2,55,33,30,424.832,0.0946
2024-02-27,4,2,55,44,39,418.676,0.124
2024-02-28,4,2,55,41,37,405.562,0.0876
2024-02-29,4,2,55,32,28,369.638,0.1205
2024-03-01,4,2,55,26,23,289.899,0.0978
2024-03-02,4,2,50,40,35,557.465,0.1264
2024-03-03,4,2,50,29,26,346.967,0.0963
2024-03-04,4,2,55,40,36,358.256,0.1055
2024-03-05,4,2,55,32,29,403.693,0.0967
2024-03-06,4,2,55,42,37,526.377,0.1111
2024-03-07,4,2,55,33,28,404.14,0.1398
2024-03-08,4,2,55,36,33,427.616,0.0789
2024-03-09,4,2,50,33,30,394.76,0.0758
2024-03-10,4,2,50,40,36,416.655,0.112
2024-03-11,4,2,55,44,41,437.113,0.079
2024-03-12,4,2,55,38,34,375.131,0.097
2024-03-13,4,2,55,42,37,608.037,0.1276
2024-03-14,4,2,55,33,30,338.72,0.0896
2024-03-15,4,2,55,30,27,443.807,0.1029
2024-03-16,4,2,50,33,31,342.487,0.0636
2024-03-17,4,2,50,27,25,308.858,0.0798
2024-03-18,4,2,55,36,33,480.726,0.092
2024-03-19,4,2,55,41,39,485.467,0.0458
2024-03-20,4,2,55,29,27,328.178,0.0819
2024-03-21,4,2,55,25,22,322.257,0.1052
2024-03-22,4,2,55,31,28,324.681,0.1002
2024-03-23,4,2,50,23,20,252.472,0.1152
2024-03-24,4,2,50,36,33,299.057,0.094
2024-03-25,4,2,55,33,31,399.852,0.0511
2024-03-26,4,2,55,46,41,544.476,0.1052
2024-03-27,4,2,55,32,29,390.633,0.0811
2024-03-28,4,2,55,30,26,263.653,0.1267
2024-03-29,4,2,55,40,37,349.986,0.077
2024-03-30,4,2,50,33,31,304.295,0.0683
2024-03-31,4,2,50,41,37,500.53,0.0919
2024-04-01,4,2,55,53,48,740.245,0.0973
2024-04-02,4,2,55,45,41,457.904,0.0995
2024-04-03,4,2,55,34,29,360.954,0.1504
2024-04-04,4,2,55,31,29,352.821,0.0651
2024-04-05,4,2,55,29,26,315.016,0.0938
2024-04-06,4,2,50,39,35,505.915,0.103
2024-04-07,4,2,50,30,28,298.362,0.0766
2024-04-08,4,2,55,47,43,593.66,0.0849
2024-04-09,4,2,55,30,28,333.351,0.0739
2024-04-10,4,2,55,34,32,333.534,0.0557
2024-04-11,4,2,55,37,32,274.99,0.1253
2024-04-12,4,2,55,45,41,390.754,0.0806
2024-04-13,4,2,50,27,26,309.876,0.0367
2024-04-14,4,2,50,29,26,319.02,0.107
2024-04-15,4,2,55,37,33,471.463,0.1
2024-04-16,4,2,55,36,32,415.729,0.118
2024-04-17,4,2,55,39,35,414.782,0.095
2024-04-18,4,2,55,32,29,378.42,0.0874
2024-04-19,4,2,55,24,22,244.081,0.0666
2024-04-20,4,2,50,35,32,351.664,0.0755
2024-04-21,4,2,50,30,27,262.852,0.0913
2024-04-22,4,2,55,35,32,398.837,0.088
2024-04-23,4,2,55,39,36,384.335,0.0867
2024-04-24,4,2,55,34,31,440.812,0.0985
2024-04-25,4,2,55,43,38,527.24,0.1113
2024-04-26,4,2,55,30,27,420.036,0.097
2024-04-27,4,2,50,21,19,278.615,0.0809
2024-04-28,4,2,50,37,34,351.862,0.082
